DATE,Revenue,Profit_Before_Tax,Net_Profit,Profit_Margin,Customer_Loans,Loans_from_Other_Organizations,Number_of_Customers,Customer_Classification
24/01/2011,35274,2154,3153,8.938594999,12974,3865,4827,Corporate
25/01/2011,26676,2991,8633,32.36242315,36740,16914,4487,SME
26/01/2011,41075,4886,8886,21.63359708,16073,2551,4524,SME
27/01/2011,15346,6234,7767,50.61253747,22702,19339,3376,SME
28/01/2011,33417,1721,6407,19.17287608,13188,4598,8592,Corporate
8/2/2011,47544,4676,731,1.537523136,15171,14450,8887,Retail
9/2/2011,41164,5686,3865,9.38927218,11294,17876,1628,Corporate
10/2/2011,23729,4512,8959,37.75548906,34812,4206,7116,SME
11/2/2011,33836,7662,7275,21.50076841,35065,15875,3989,Corporate
14/02/2011,14122,9781,4374,30.97295001,35668,3801,6523,SME
15/02/2011,10736,2339,2189,20.38934426,7885,15575,2995,SME
16/02/2011,36872,3415,3142,8.52137123,15661,2942,7390,Corporate
17/02/2011,47229,8883,862,1.825149802,5968,6170,7927,Corporate
18/02/2011,28355,1934,8424,29.70904602,34822,16801,5811,Corporate
21/02/2011,21465,4206,6570,30.60796646,34365,4362,9753,Retail
22/02/2011,23749,2907,8583,36.14046907,6849,11225,4593,Retail
23/02/2011,44439,7854,528,1.188145548,19856,9490,8971,SME
24/02/2011,43374,5928,1619,3.732650897,24085,4568,9196,SME
25/02/2011,28504,1323,4420,15.50659557,16573,10936,6578,Retail
28/02/2011,25835,4141,6949,26.89761951,38122,19030,2072,Corporate
1/3/2011,17788,9559,2648,14.8864403,11362,1689,9211,Corporate
2/3/2011,49014,1061,5651,11.52935896,33024,1665,7694,Retail
3/3/2011,34404,6435,5685,16.52424137,9363,13262,3677,SME
4/3/2011,36951,1208,7564,20.47035263,26242,1497,7001,Corporate
7/3/2011,35171,9665,600,1.705950925,25649,2436,5791,Retail
8/3/2011,48111,9697,8895,18.48849535,16357,17837,7356,Retail
9/3/2011,12304,5062,6099,49.56924577,26594,1844,2397,SME
10/3/2011,21909,8371,8348,38.10306267,34459,2226,4722,Corporate
11/3/2011,46187,8144,5921,12.81962457,26497,18656,8022,Retail
14/03/2011,43899,5385,5979,13.61990023,28740,6434,5686,SME
15/03/2011,41646,2305,3037,7.292417039,27225,4994,1601,Corporate
16/03/2011,24281,5788,8778,36.15172357,27095,14751,3854,SME
17/03/2011,28387,5784,5424,19.10733787,35022,4156,6749,Corporate
18/03/2011,34028,6748,2672,7.852356883,16554,18339,9622,Corporate
21/03/2011,23704,6672,8584,36.21329733,20105,2345,4410,SME
22/03/2011,19774,1946,3864,19.54081117,9174,6634,6066,Corporate
23/03/2011,18192,3750,596,3.276165347,31264,11845,7048,SME
24/03/2011,17528,4371,5336,30.44272022,25443,1175,3480,Retail
25/03/2011,43459,6751,4102,9.43878138,33223,2386,1862,SME
28/03/2011,37722,8978,1446,3.833306824,25039,12584,8429,Corporate
29/03/2011,28931,7626,7123,24.62064913,7490,18777,9837,Corporate
30/03/2011,37362,8910,1010,2.703281409,35250,13699,4635,Corporate
31/03/2011,12683,6269,6641,52.36142868,26763,1962,4495,Retail
1/4/2011,34919,9084,5386,15.42426759,15323,10035,9863,Corporate
4/4/2011,25456,8514,661,2.596637335,11049,10898,8350,SME
5/4/2011,16995,5515,3945,23.21270962,19768,18823,4032,SME
6/4/2011,38954,9091,3165,8.124967911,34934,14788,7115,SME
7/4/2011,16176,3691,3937,24.33852621,37162,1773,2572,Retail
8/4/2011,37763,4033,2567,6.797659084,6874,8268,8930,SME
13/04/2011,49366,8036,6722,13.61665924,30570,9727,2330,Retail
14/04/2011,15985,1516,3839,24.01626525,13751,17541,2348,Retail
15/04/2011,47292,5489,1370,2.896895881,12669,7004,4809,Corporate
18/04/2011,43595,6060,3216,7.376992774,34797,17221,9068,Corporate
19/04/2011,20041,7817,8919,44.50376728,19866,13578,6343,Retail
20/04/2011,20413,3993,4257,20.85435752,34491,13326,8816,Corporate
21/04/2011,40441,4095,7197,17.79629584,18057,12755,9121,SME
22/04/2011,13204,2801,1638,12.40533172,13970,14920,7407,SME
25/04/2011,10093,6959,3762,37.27335777,37538,8495,5047,Corporate
26/04/2011,23713,9093,1945,8.202251929,19129,8248,8328,Corporate
27/04/2011,45235,9341,8403,18.57632364,25843,1793,8057,Corporate
28/04/2011,46546,2488,3115,6.692304387,20838,14742,3564,SME
29/04/2011,10404,1590,3298,31.69934641,27448,13464,1421,SME
4/5/2011,15037,3003,6931,46.09297067,19022,9078,1712,Corporate
5/5/2011,35785,8717,8071,22.5541428,26198,4006,9642,Corporate
6/5/2011,10375,4674,5209,50.20722892,39178,11372,4503,Retail
9/5/2011,26036,4218,1088,4.178829313,25673,11493,7708,Corporate
10/5/2011,20942,4562,5700,27.21803075,35298,3988,2789,Corporate
11/5/2011,42260,1331,3413,8.076194983,7199,10130,6715,Corporate
12/5/2011,26881,5473,2475,9.207246754,29429,12576,1746,Retail
13/05/2011,33757,8966,4114,12.18710193,26367,2332,7726,Retail
16/05/2011,19630,6142,2639,13.44370861,31951,15895,3320,Retail
17/05/2011,40061,3324,6874,17.15883278,30401,6936,9720,SME
18/05/2011,40551,9809,2935,7.237799314,36065,18271,3883,Corporate
19/05/2011,14515,6199,8053,55.48053738,38030,16519,4920,Corporate
20/05/2011,49497,6537,6146,12.41691416,13290,4608,1049,Retail
23/05/2011,13290,4405,7567,56.93754703,30772,19159,6131,Corporate
24/05/2011,44330,8217,4319,9.742837807,22463,14805,4696,SME
25/05/2011,39718,3794,7677,19.32876781,7991,16462,7801,Corporate
26/05/2011,35036,9807,6935,19.79392625,31866,9630,6767,Retail
27/05/2011,41439,2324,7490,18.07476049,22322,15758,9125,Corporate
30/05/2011,38250,8916,4864,12.71633987,21309,8144,6687,Retail
31/05/2011,41718,9810,1453,3.482909056,23619,17699,3113,Corporate
1/6/2011,26080,7401,8514,32.64570552,8149,14725,8225,Retail
2/6/2011,14736,6376,7249,49.19245385,14818,10338,3463,SME
3/6/2011,13466,3970,2535,18.82518937,26954,16972,8586,SME
6/6/2011,30427,1478,2373,7.798994314,13912,10603,4457,Corporate
7/6/2011,14702,5010,8762,59.5973337,36487,15210,4688,Retail
8/6/2011,48406,1853,7873,16.26451266,8349,16233,2108,Retail
9/6/2011,15534,9047,4810,30.96433629,29988,1178,4989,Corporate
10/6/2011,49078,9786,7967,16.23334284,15249,10614,2137,Corporate
13/06/2011,12987,4548,5858,45.10664511,11920,8159,9580,Retail
14/06/2011,31074,8742,1282,4.12563558,38305,2254,2539,Corporate
15/06/2011,38039,8163,8172,21.4832146,33282,5837,4389,Retail
16/06/2011,13292,7833,4663,35.08125188,5056,10880,8227,Corporate
17/06/2011,48569,8359,504,1.037698944,38450,10879,6579,Corporate
20/06/2011,21100,1615,6824,32.34123223,20074,9664,8643,SME
21/06/2011,35317,8817,6143,17.39388963,18308,15212,3430,SME
22/06/2011,35819,7212,4656,12.99868785,28836,9078,9274,Retail
23/06/2011,41990,3842,5761,13.71993332,10258,7464,1330,Corporate
24/06/2011,18292,4892,5932,32.42947737,31793,12178,3833,Corporate
27/06/2011,20461,4179,2262,11.05517814,9973,15807,8891,SME
28/06/2011,34750,4229,7022,20.20719424,25230,4267,3095,Retail
29/06/2011,35181,4969,6020,17.11150905,8379,19281,9803,Retail
30/06/2011,17794,3575,3112,17.48904125,15638,16721,4890,Retail
1/7/2011,30129,4489,3554,11.79594411,12237,8286,3229,Corporate
4/7/2011,47644,1672,5476,11.49357737,33592,13242,6555,SME
5/7/2011,30192,1765,2694,8.922893482,22234,17422,5063,Corporate
6/7/2011,31960,7885,8073,25.25969962,32170,18772,5071,Corporate
7/7/2011,39683,1197,8330,20.9913565,34233,11635,9295,Corporate
8/7/2011,12173,8670,5459,44.8451491,32779,17512,9643,Retail
11/7/2011,19354,8738,8055,41.6193035,26921,19481,8226,Corporate
12/7/2011,31104,5469,5285,16.99138374,6118,8281,8441,Corporate
13/07/2011,16874,8047,6372,37.76223776,39778,2824,4886,SME
14/07/2011,27563,7142,4733,17.17157058,34882,13766,3014,SME
15/07/2011,35272,3974,4434,12.57087775,32981,10458,7375,Corporate
18/07/2011,33672,7569,7744,22.9983369,32261,4581,9948,SME
19/07/2011,28880,8176,7539,26.10457064,32159,18590,7646,Corporate
20/07/2011,12757,4693,8716,68.3232735,24939,11240,4958,Corporate
21/07/2011,22120,4541,3837,17.34629295,15044,9378,8664,Retail
22/07/2011,33842,6169,506,1.4951835,14517,9219,4265,Corporate
25/07/2011,14047,5468,2300,16.3736029,15954,3938,1188,SME
26/07/2011,28435,3651,5549,19.51468261,30158,19366,6609,SME
27/07/2011,17845,4248,4248,23.80498739,35969,6742,1935,Corporate
28/07/2011,17828,8641,3266,18.31949742,12808,8774,7891,SME
29/07/2011,35478,7813,4047,11.40706917,26217,3636,9491,Corporate
1/8/2011,46636,5679,6294,13.49601166,31072,12814,5847,SME
2/8/2011,31107,2562,8699,27.96476677,14189,18838,4330,Corporate
3/8/2011,47766,4470,5107,10.6917054,29415,9479,9232,Corporate
4/8/2011,14930,6246,3377,22.61888814,17389,13466,7556,Corporate
5/8/2011,46454,7280,6309,13.58117708,39243,15119,7808,SME
8/8/2011,35445,4111,985,2.778953308,19631,15444,1552,Corporate
9/8/2011,29835,8447,1102,3.6936484,36812,4187,2167,Retail
10/8/2011,30165,4917,5033,16.68489972,17038,16838,7298,Retail
11/8/2011,23421,9232,6294,26.87331882,34746,18777,8859,Corporate
12/8/2011,10100,1857,5173,51.21782178,16364,18280,1539,Retail
15/08/2011,19037,9990,7583,39.83295687,9015,8857,8609,SME
16/08/2011,16037,2449,5887,36.70886076,11163,10856,4697,Retail
17/08/2011,35247,3896,7063,20.03858484,9753,3405,2179,Corporate
18/08/2011,34813,2404,4229,12.14776089,6736,14303,4497,Corporate
19/08/2011,41112,3878,4444,10.80949601,14036,8706,5828,Retail
22/08/2011,26405,4915,5052,19.13274001,33632,3153,2224,Retail
23/08/2011,32957,6959,8980,27.24762569,20433,16919,5491,Retail
24/08/2011,48870,6734,5813,11.894823,31501,13852,5403,Retail
25/08/2011,34976,7587,1016,2.904849039,32901,9407,3096,Corporate
26/08/2011,39849,9864,709,1.779216542,33991,11473,9977,Retail
29/08/2011,13191,7985,7120,53.97619589,28027,18465,7754,Corporate
30/08/2011,49308,1753,5039,10.21943701,18860,10315,7599,Corporate
31/08/2011,13418,9959,3411,25.42107617,5046,3458,1984,Retail
1/9/2011,18778,7120,709,3.775694962,15712,10271,9588,SME
5/9/2011,41739,3960,4760,11.4042023,13823,12065,7096,Corporate
6/9/2011,40919,6671,3832,9.364842738,38427,9658,1149,Retail
7/9/2011,29589,1421,3136,10.59853324,7367,10212,8883,SME
8/9/2011,31674,6626,1148,3.624423818,39899,19173,7221,Retail
9/9/2011,16282,8427,5909,36.29161037,7295,10669,3472,Retail
12/9/2011,11337,4555,4757,41.95995413,32065,16444,2224,Retail
13/09/2011,46315,5611,8043,17.36586419,23951,15316,6354,SME
14/09/2011,23657,5619,4298,18.16798411,38219,16784,3781,Corporate
15/09/2011,26771,2134,5713,21.34025625,12376,3423,6907,Retail
16/09/2011,15245,4582,3116,20.43948836,39266,15405,3012,Retail
19/09/2011,37342,7962,6839,18.31449842,15022,17018,5485,SME
20/09/2011,13922,3816,3934,28.25743428,31706,6794,8340,SME
21/09/2011,11221,5662,7964,70.97406648,36459,12210,9537,SME
22/09/2011,11924,8791,7400,62.05971151,12345,17655,5940,Retail
23/09/2011,18901,9903,8800,46.55838315,10716,4735,7624,SME
26/09/2011,18856,2723,4865,25.80080611,23697,14121,1859,Retail
27/09/2011,30099,4393,1614,5.362304395,19210,18086,7905,Retail
28/09/2011,38997,1482,1696,4.349052491,10555,11112,4933,Retail
29/09/2011,18616,9120,8022,43.0919639,5839,14868,8795,Corporate
30/09/2011,47028,8509,6820,14.50199881,20726,4766,8305,SME
3/10/2011,13511,4665,7344,54.35571016,8447,7653,5001,Retail
4/10/2011,20904,9855,981,4.692881745,35378,18704,7215,Retail
5/10/2011,10673,3979,6618,62.00693338,7026,8704,9188,Corporate
6/10/2011,44706,6154,2522,5.641300944,22816,7239,8043,Retail
7/10/2011,35329,1358,4880,13.8130148,13736,14617,2819,Corporate
10/10/2011,17303,5553,3871,22.37184303,9710,2747,4585,SME
11/10/2011,39419,9856,8456,21.45158426,14003,3389,1769,SME
12/10/2011,41732,2757,1788,4.284481932,21657,3873,4099,Retail
13/10/2011,41649,3992,6947,16.67987227,30958,3473,7711,Corporate
14/10/2011,38172,3969,4345,11.38268888,23842,2697,6092,Retail
17/10/2011,38960,6572,4272,10.9650924,14624,18075,4135,Retail
18/10/2011,15719,6870,4771,30.35180355,37857,17874,6576,SME
19/10/2011,37260,7182,4391,11.78475577,6974,2879,7453,Corporate
20/10/2011,39081,3254,4064,10.39891507,38228,6698,8967,Corporate
21/10/2011,37822,4145,5505,14.55502089,7651,12712,5162,SME
24/10/2011,20738,7066,8007,38.61028064,23963,14238,7786,SME
25/10/2011,42308,1028,7450,17.60896284,12146,9812,7349,SME
26/10/2011,22910,2423,5895,25.73112178,39870,19333,7865,Retail
27/10/2011,48464,4108,6762,13.95262463,38976,9033,1780,SME
28/10/2011,13404,1647,766,5.714712026,28689,7362,7844,Retail
31/10/2011,20825,6791,3293,15.81272509,8212,11295,1158,SME
1/11/2011,47010,8339,2026,4.309721336,26429,2269,3062,Retail
2/11/2011,45459,3844,2855,6.280384522,9945,1484,1447,Retail
3/11/2011,37724,9374,1671,4.429540876,26744,12763,9117,Retail
4/11/2011,16437,7262,8361,50.86694652,12940,4496,4213,Corporate
7/11/2011,22404,7826,4545,20.28655597,31007,3792,2585,Retail
8/11/2011,19776,2439,4669,23.60942557,33658,9943,4812,Retail
9/11/2011,49021,7642,5265,10.74029498,17647,4764,3040,SME
10/11/2011,20194,5932,4661,23.0811132,8489,3175,6911,Retail
11/11/2011,20419,3624,4969,24.33517802,37517,17465,4097,Retail
14/11/2011,30462,4985,4679,15.36012081,28868,16228,1487,Corporate
15/11/2011,48173,3116,2644,5.488551678,6042,16803,5768,Corporate
16/11/2011,18266,7112,7826,42.84462937,32704,3985,3056,SME
17/11/2011,42340,6328,8617,20.35191308,24319,9717,9918,Retail
18/11/2011,33018,4495,1304,3.949360955,14271,9890,8173,Retail
21/11/2011,48775,9702,8078,16.5617632,14551,5284,3026,Corporate
22/11/2011,13604,8334,7470,54.91032049,15302,7021,7869,SME
23/11/2011,13280,6558,2003,15.08283133,31986,13123,3317,Corporate
24/11/2011,15162,8932,2565,16.91729323,39486,6214,1063,Retail
25/11/2011,48386,2639,5051,10.43896995,17138,16961,2635,Corporate
8/5/2014,44202,6117,7931,17.94262703,15856,2209,7334,SME
9/5/2014,45671,5224,5545,12.14118368,39698,8792,6024,Retail
12/5/2014,46020,4500,4211,9.150369405,17024,1967,4764,Retail
13/05/2014,16448,8524,5470,33.25632296,32638,16727,6020,SME
14/05/2014,36214,2385,1002,2.766885735,26793,13189,4711,Corporate
15/05/2014,35353,5783,909,2.571210364,26254,1815,4212,SME
16/05/2014,17426,8728,2237,12.83713991,34667,9876,1715,Corporate
19/05/2014,21636,8590,3526,16.29691255,32321,11730,9939,Retail
20/05/2014,40441,2412,4232,10.46462748,20871,2969,5255,Corporate
21/05/2014,35461,2787,1283,3.618059276,22133,18865,5614,Retail
22/05/2014,10612,2009,6025,56.77534866,27127,8467,2818,Retail
23/05/2014,14186,8207,7910,55.75919921,16600,10437,5537,Retail
26/05/2014,35668,5317,3897,10.92575978,16890,12632,3525,Retail
27/05/2014,30492,5843,7753,25.42634134,39364,10847,7315,Corporate
28/05/2014,37045,5781,5738,15.48926981,11254,9832,1781,Corporate
29/05/2014,30647,3208,8799,28.71080367,18599,14257,4086,Corporate
30/05/2014,19120,5844,7118,37.22803347,6685,17426,7667,Corporate
2/6/2014,19114,2199,4485,23.4644763,28264,6120,6832,Retail
3/6/2014,10099,4746,1468,14.53609268,35141,6422,8409,Retail
4/6/2014,12354,6418,5381,43.55674276,26591,4360,9041,Retail
5/6/2014,11608,8370,1161,10.00172295,15737,1253,6649,Corporate
6/6/2014,40105,9618,8487,21.16194988,20549,18371,2204,SME
9/6/2014,35496,4836,8238,23.20824882,15875,12388,4425,Corporate
10/6/2014,17719,8631,7598,42.88052373,30307,18253,5584,Retail
11/6/2014,21498,4802,6180,28.74686017,13971,19920,3555,SME
12/6/2014,23947,2641,8397,35.06493506,29393,2160,3259,SME
13/06/2014,40360,2576,5696,14.11298315,22104,17041,5215,Corporate
16/06/2014,21922,6695,4133,18.85320682,20283,2422,4569,SME
17/06/2014,26384,2068,1187,4.498938751,18129,6568,1705,SME
18/06/2014,48619,3941,2665,5.481396162,8987,17373,9995,SME
19/06/2014,12098,8548,7194,59.46437428,8178,8120,9190,Corporate
20/06/2014,47734,7040,4979,10.43072024,7792,11675,4608,Retail
23/06/2014,12068,9019,5826,48.27643354,37526,16631,1087,Corporate
24/06/2014,16827,7093,2725,16.19421168,16321,3443,4655,Retail
25/06/2014,22918,6511,8771,38.27122786,28768,9624,4319,Corporate
26/06/2014,48372,1501,1939,4.008517324,7708,4523,4657,Corporate
27/06/2014,32893,9916,3461,10.52199556,15593,3380,3580,SME
30/06/2014,22393,4592,7171,32.02340017,22112,2679,6100,Retail
1/7/2014,34204,1809,7515,21.97111449,25454,9183,6510,Retail
2/7/2014,44575,6026,8609,19.31351655,31060,6143,2652,Retail
3/7/2014,29574,2198,5030,17.00818286,35206,12341,5462,Corporate
4/7/2014,24881,9904,2901,11.65949922,8210,14775,6139,Corporate
7/7/2014,36775,2335,1640,4.459551326,38224,15625,6601,SME
8/7/2014,44700,2780,4208,9.413870246,28041,14625,5113,SME
9/7/2014,46741,7724,1528,3.269078539,25210,4271,3419,Corporate
10/7/2014,41782,1303,3775,9.034991145,35758,17884,9941,SME
11/7/2014,10266,3567,3481,33.90804598,38232,1289,4185,SME
14/07/2014,42637,1248,5186,12.16314469,12324,5111,6992,SME
15/07/2014,15382,5181,4442,28.87790924,7926,5867,8870,Corporate
16/07/2014,38582,1019,5278,13.67995438,39885,10499,9634,Corporate
17/07/2014,38030,4579,7461,19.61872206,18862,19597,2912,Corporate
18/07/2014,28802,5453,6160,21.38740365,35254,14166,9023,Retail
21/07/2014,33218,2366,5471,16.46998615,38023,11201,9547,SME
22/07/2014,42563,3409,2426,5.699786199,31015,9313,8436,SME
23/07/2014,37906,8957,6256,16.50398354,5796,12246,3994,Corporate
24/07/2014,17500,8307,1986,11.34857143,18044,19137,2303,Corporate
25/07/2014,47533,5163,2276,4.788252372,5446,19667,8316,SME
28/07/2014,18819,6021,7897,41.96290983,32726,3998,6571,SME
29/07/2014,35544,8493,2988,8.406482107,15562,2906,1038,SME
30/07/2014,14485,4823,3233,22.31964101,20188,10323,3927,Corporate
31/07/2014,33156,3523,6636,20.01447702,6030,13270,9069,Retail
1/8/2014,45051,3721,1039,2.30627511,9170,16168,1383,SME
4/8/2014,41311,6223,5475,13.25312871,5114,5811,3856,SME
5/8/2014,21326,3809,6521,30.57769858,25204,19343,6549,Retail
6/8/2014,36956,3099,2828,7.652343327,7243,9274,6805,Corporate
7/8/2014,33116,4045,3105,9.376132383,37659,1950,8419,Retail
8/8/2014,40357,9658,7870,19.50095399,6850,13861,5021,Corporate
11/8/2014,24098,5403,993,4.120673915,5451,17496,5771,Retail
12/8/2014,35101,3477,1528,4.353152332,31896,4436,3800,Corporate
13/08/2014,46444,4421,4330,9.323055723,11897,17816,3830,Retail
14/08/2014,20345,9324,4696,23.08183829,35668,7386,1931,Corporate
15/08/2014,21477,7008,8785,40.90422312,5364,16818,4352,SME
18/08/2014,30016,1490,2202,7.33608742,18989,18118,9228,Retail
19/08/2014,36152,1784,4126,11.41292321,8529,13579,8489,Retail
20/08/2014,17326,2077,4154,23.97552811,5870,1046,8255,Corporate
21/08/2014,17557,3005,3955,22.52662756,20786,13135,3573,Corporate
22/08/2014,21749,1706,8510,39.12823578,29338,11586,3990,SME
25/08/2014,42315,6524,8383,19.81094175,37692,1421,8157,Retail
26/08/2014,25985,5504,554,2.13199923,13894,12091,6102,Retail
27/08/2014,22383,8979,4009,17.91091453,17088,9774,6416,Retail
28/08/2014,45312,9941,2774,6.121998588,25145,3138,7842,Retail
29/08/2014,16432,4425,5189,31.57862707,20468,17258,2830,Corporate
3/9/2014,42830,7424,6200,14.4758347,34368,4369,7410,Retail
4/9/2014,37018,4416,5371,14.50915771,25157,17964,2890,SME
5/9/2014,40301,3408,2537,6.295129153,34305,11058,2975,Corporate
8/9/2014,26192,8771,8863,33.83857666,10718,6747,4177,Retail
9/9/2014,40109,8485,4881,12.16933855,29747,1867,9026,Retail
10/9/2014,49258,9844,4034,8.189532665,35438,5639,9606,SME
11/9/2014,12023,5210,5349,44.48972802,31378,1712,1105,Corporate
12/9/2014,18342,4372,3431,18.70570276,8697,9486,3734,Corporate
15/09/2014,28821,7537,5824,20.2074876,30909,15992,6431,Corporate
16/09/2014,45620,5469,7118,15.60280579,11829,10536,7697,Corporate
17/09/2014,39267,8853,1380,3.514401406,20964,16087,4924,Retail
18/09/2014,44276,8303,2242,5.06369139,6258,8612,1608,Retail
19/09/2014,25708,9814,2526,9.82573518,17117,4342,7168,Retail
22/09/2014,35683,1400,8288,23.22674663,38824,16355,9251,Retail
23/09/2014,44790,6298,2290,5.112748381,31702,1786,5906,Corporate
24/09/2014,35735,7951,4347,12.16454456,10848,14620,6472,Retail
25/09/2014,29636,2898,6279,21.18706978,27706,1478,6242,SME
26/09/2014,10592,8202,3830,36.15936556,8082,17236,2048,SME
29/09/2014,32941,3219,2196,6.666464285,20032,13602,3621,SME
30/09/2014,27408,2537,8279,30.20650905,21524,2318,3322,SME
1/10/2014,30183,1354,8743,28.96663685,23930,4707,8376,SME
2/10/2014,41439,8608,3121,7.531552402,12354,16319,3477,Corporate
3/10/2014,47437,8271,1194,2.517022577,14754,8606,7769,Retail
6/10/2014,21408,9745,5373,25.09809417,7053,4796,9138,SME
7/10/2014,20096,9502,6970,34.68351911,36730,4457,5830,Corporate
8/10/2014,42884,8125,1545,3.602742282,33610,7386,9508,Corporate
9/10/2014,43592,2711,2981,6.838410718,39457,3444,8037,SME
10/10/2014,33088,6516,1825,5.515594778,12259,17560,8493,SME
13/10/2014,31649,3255,4041,12.76817593,26028,13981,3828,Retail
14/10/2014,46361,6020,2659,5.735424171,10995,8918,9949,Retail
15/10/2014,36703,7395,6534,17.80235948,24059,10029,7977,Corporate
16/10/2014,34993,1053,5040,14.40288058,17404,12832,8028,Retail
17/10/2014,37536,8638,4856,12.9369139,38977,15940,5518,Corporate
20/10/2014,45044,8871,6608,14.67010035,15485,1797,8186,SME
21/10/2014,11863,8515,7879,66.4165894,27690,12394,5251,Retail
22/10/2014,18199,2697,1231,6.764107918,5749,10597,7173,Corporate
23/10/2014,49421,3094,5041,10.20011736,21495,8198,8572,SME
24/10/2014,44658,4702,6506,14.56849837,19058,19722,5299,SME
27/10/2014,36782,5949,3238,8.803218966,24648,14882,4973,SME
28/10/2014,44384,8644,4288,9.661139149,5915,6717,5271,Corporate
29/10/2014,25919,1270,1433,5.528762684,10698,3647,8955,Retail
30/10/2014,43394,5530,8313,19.15702632,13897,4920,4040,Corporate
31/10/2014,24859,9677,5416,21.78687799,31637,14397,9497,Retail
3/11/2014,22263,3230,6192,27.81296321,38077,15425,5472,Corporate
4/11/2014,35374,6298,8466,23.93283202,32697,3067,1441,SME
5/11/2014,12138,3953,5755,47.41308288,25263,13183,4582,SME
6/11/2014,41010,9872,7880,19.21482565,36634,14456,5942,SME
7/11/2014,37190,7899,5447,14.64641033,10197,11912,5670,Retail
10/11/2014,36449,1922,3086,8.466624599,23934,16937,8632,Retail
11/11/2014,33203,4741,4229,12.73680089,32458,1163,7334,Corporate
12/11/2014,49789,1638,8051,16.17023841,24775,16337,4228,SME
13/11/2014,22912,7410,4276,18.6627095,32851,7444,2192,SME
14/11/2014,47285,3347,6186,13.08237285,24160,11783,3406,SME
17/11/2014,39764,8102,4574,11.50286691,37915,19601,3471,SME
18/11/2014,18629,5321,5676,30.46862419,17663,13216,2791,Corporate
19/11/2014,37661,5838,5333,14.16053743,20023,15846,5233,SME
20/11/2014,39459,5883,4974,12.60548924,30724,1399,5377,Retail
21/11/2014,17008,5486,3461,20.34924741,15508,15462,5784,Retail
24/11/2014,28129,8173,5755,20.45931245,12917,5813,1974,Retail
25/11/2014,39893,4268,7839,19.65006392,36694,8936,9307,Retail
26/11/2014,37004,2474,7860,21.24094692,26779,9976,5398,SME
27/11/2014,18292,5935,1829,9.998906626,18899,16096,1751,SME
28/11/2014,11409,2239,3004,26.33009028,13975,14835,1649,Retail
1/12/2014,43533,6812,4040,9.280316082,27224,3009,8358,Retail
2/12/2014,31661,4450,5109,16.13657181,21747,19710,5464,Retail
3/12/2014,14997,7806,7152,47.68953791,16226,12519,5179,Corporate
4/12/2014,34528,6673,4767,13.80618628,7081,4909,8373,Retail
5/12/2014,16056,5870,2307,14.36846039,19926,11547,4650,Retail
8/12/2014,12710,9755,5388,42.39181747,28814,7545,3892,Corporate
9/12/2014,29486,1679,5564,18.86997219,10846,1400,7026,Corporate
10/12/2014,24591,4732,8781,35.70818592,11171,17892,7139,SME
11/12/2014,33059,7868,7398,22.37817236,39635,17866,2975,SME
12/12/2014,17018,6208,7639,44.88776589,21643,10398,4655,Corporate
15/12/2014,29018,7624,7330,25.26018333,5781,8337,8295,Corporate
16/12/2014,42891,6723,5173,12.0608053,31079,19385,2073,Retail
17/12/2014,41958,9186,1724,4.108870776,31126,17236,4028,Corporate
18/12/2014,49228,1868,4236,8.604859023,26311,11648,7349,SME
19/12/2014,39946,5246,2673,6.69153357,39934,3314,2268,Corporate
22/12/2014,28013,8954,3461,12.35497805,9651,8794,2889,Retail
23/12/2014,39353,4150,8987,22.83688664,34066,10498,4671,SME
24/12/2014,15672,4591,7674,48.96630934,36099,19679,5462,Corporate
25/12/2014,19425,1523,3526,18.15186615,15560,12644,3994,SME
26/12/2014,39363,6834,1764,4.48136575,14248,8390,8459,Corporate
29/12/2014,44088,6434,6211,14.08773362,22377,13144,7654,SME
30/12/2014,45306,3598,8699,19.20054739,17264,8890,1655,Retail
31/12/2014,19694,9128,1909,9.693307606,32573,17000,5657,Corporate
5/1/2015,42016,2058,2705,6.43802361,13943,2027,2917,SME
6/1/2015,17011,9401,8512,50.03821057,14294,2214,2305,SME
7/1/2015,29521,9116,4949,16.76433725,25722,4170,2644,SME
8/1/2015,26151,9059,4070,15.56345838,15051,8964,6852,SME
9/1/2015,44176,2703,1698,3.843716045,21088,1511,7153,Retail
12/1/2015,43879,1213,7013,15.98258848,14415,9074,1104,SME
13/01/2015,46645,5889,3961,8.491799764,7318,19001,6756,Corporate
14/01/2015,31871,2405,6025,18.90433309,13123,13221,2383,SME
15/01/2015,37071,7000,2525,6.81125408,6643,11671,7024,SME
16/01/2015,37034,3603,7043,19.01765945,28623,3126,1715,Corporate
19/01/2015,23657,3725,4571,19.32197658,23788,15744,5460,SME
20/01/2015,35701,2497,6623,18.55130108,26651,14090,1627,SME
21/01/2015,27705,1708,4897,17.67550984,38241,4055,2093,SME
22/01/2015,46720,4764,7113,15.22474315,32365,2391,8888,Corporate
23/01/2015,45883,1455,5662,12.34008238,26187,7748,8059,Corporate
26/01/2015,27518,6213,1674,6.083290937,38303,13235,2336,Corporate
27/01/2015,12963,5119,3292,25.39535601,23710,4794,9111,Corporate
28/01/2015,33279,9536,1556,4.675621263,11394,12072,6983,Corporate
29/01/2015,25265,7489,7294,28.86997823,20470,19477,3121,Corporate
30/01/2015,34455,4312,5311,15.41430852,10123,14604,2824,Retail
